W Buytaert,R Celleri, B De Bi?vre, F Cisneros, G Wyseure, J Deckers, R Hofstede
W Buytaert,R Celleri, P Willems, B De Bievre, G Wyseure
RF V?zquez, L Feyen, J Feyen, JC Refsgaard
W Buytaert, M Vuille, A Dewulf, R Urrutia, A Karmalkar,R Celleri
JE Carrion
R Riddell, JE Garcia
J Oliver, AE Huespe, E Samaniego, EWV Chaves
T Rabczuk, E Samaniego
W Buytaert,R Celleri, L Timbe
T Rabczuk, JY Kim, E Samaniego, T Belytschko
L Feyen, R V?zquez, K Christiaens, O Sels, J Feyen
R Celleri, P Willems, W Buytaert, J Feyen
E Samaniego, T Belytschko
R Celleri, J Feyen
RF V?zquez
J Oliver, AE Huespe, E Samaniego, EWV Chaves
R Riddell, JE Garcia, E Garces
D Orellana, AK Bregt, A Ligtenberg, M Wachowicz
J Oliver, AE Huespe, E Samaniego
LG Gonz?lez, E Figueres, G Garcer?, O Carranza
J Oliver, AE Huespe, MDG Pulido, E Samaniego
J Gracia, R Trillo,M Espinoza, E Mena
M Espinoza, A G?mez-P?rez, E Mena
R Trillo, J Gracia,M Espinoza, E Mena
MR Pelaez-Samaniego, V Yadama, E Lowell, R Espinoza-Herrera
Lorenzo Melchor, Laura Paula Saucedo-Cuevas, Iv?n Mu?oz-Repeto, Socorro Mar?a Rodr?guez-Pinilla, Emiliano Honrado, Alfredo Campoverde, Jose Palacios, Katherine L Nathanson, Mar?a Jos? Garc?a, Javier Ben?tez
M Espinoza, E Montiel-Ponsoda, A G?mez-P?rez
JE Carrion, BF Spencer, BM Phillips
RF V?zquez, J Feyen
Manuel Ra?l Pel?ez-Samaniego, M Garcia-Perez, LB Cortez, F Rosillo-Calle, J Mesa
J Mart?nez Borrero, MF Naranjo, SM Y??ez
JM Borrero, MF Naranjo, SM Y??ez
JM Borrero, MF Naranjo, SM Y??ez
T Rabczuk, E Samaniego, T Belytschko
RF V?zquez, K Beven, J Feyen
AL Borrero, S Vega
JE Carrion, BF Spencer
Gerd Dercon, Jozef Deckers, Jean Poesen, Gerard Govers, Henrry S?nchez, Marco Ram?rez, Ra?l Vanegas, E Tacuri, George Loaiza
P Cimiano, E Montiel-Ponsoda, P Buitelaar,M Espinoza, A G?mez-P?rez
Manuel Raul Pelaez-Samaniego, Vikram Yadama, Manuel Garcia-Perez, Eini Lowell, Armando G McDonald
Patricio Javier Crespo, Jan Feyen, Wouter Buytaert, Amelie B?cker, Lutz Breuer, Hans-Georg Frede, Marco Ram?rez
Adriana Monserrath Orellana-Paucar, Ann-Sophie K Serruys, Tatiana Afrikanova, Jan Maes, Wim De Borggraeve, Jo Alen, Fabi?n Le?n-Tamariz, Isabel Mar?a Wilches-Ariz?bala, Alexander D Crawford, Peter AM de Witte, Camila V Esguerra
A Ochoa, L Pineda, P Crespo, P Willems
H Talebi, C Samaniego, E Samaniego, T Rabczuk
O Jadan, M Cifuentes, B Torres, D Selesi, D Veintimilla, S Gunter
A Dewulf, M Mancero, G Cardenas, D Sucozhanay
